machine_type,task_type,time_of_day,weather_condition,month,day_of_week,context_risk_score,hazard_type,severity_score
Forklift,Mounting/Dismounting,Unknown,Clear/Unknown,9,Thursday,40.77,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,9,Thursday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Friday,43.86,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,10,Friday,71.57,Caught-in,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Saturday,50.92,Fall,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,10,Sunday,60.06,Caught-in,3.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,10,Monday,75.0,Struck-by,4.0
Truck,General Construction,Unknown,Clear/Unknown,10,Friday,55.45,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,10,Monday,38.57,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,50.92,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,10,Tuesday,45.57,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,10,Wednesday,37.77,Collision,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,55.45,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,10,Thursday,34.2,Fall,1.0
Loader,Operating,Unknown,Clear/Unknown,10,Friday,73.44,Struck-by,4.0
Dump Truck,General Construction,Unknown,Clear/Unknown,10,Friday,23.91,Other,1.0
Forklift,General Construction,Unknown,Clear/Unknown,10,Friday,60.57,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Monday,48.02,Tip-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Monday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Thursday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Thursday,43.86,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,10,Friday,68.43,Struck-by,3.0
Crane,General Construction,Unknown,Clear/Unknown,10,Friday,73.14,Caught-in,4.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,10,Saturday,64.0,Struck-by,3.0
Loader,General Construction,Unknown,Clear/Unknown,10,Monday,61.14,Pinch-Point,4.0
Crane,General Construction,Unknown,Clear/Unknown,10,Monday,45.57,Struck-by,1.0
Trencher,General Construction,Unknown,Clear/Unknown,10,Tuesday,67.25,Caught-in,4.0
Bulldozer,General Construction,Unknown,Clear/Unknown,10,Tuesday,37.6,Struck-by,1.0
Aerial Lift,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,34.2,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,71.77,Caught-in,4.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Thursday,47.52,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,10,Friday,34.28,Fall,1.0
Trencher,General Construction,Unknown,Clear/Unknown,11,Monday,32.33,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Monday,48.63,Back-over,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,43.83,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Tuesday,51.63,Fall,2.0
Excavator,General Construction,Unknown,Clear/Unknown,11,Wednesday,59.29,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,11,Wednesday,80.19,Caught-in,4.0
Excavator,General Construction,Unknown,Clear/Unknown,11,Wednesday,37.29,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,48.02,Tip-over,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Wednesday,40.14,Caught-in,1.0
Crane,Operating,Unknown,Clear/Unknown,11,Thursday,35.98,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Thursday,70.3,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,43.86,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,55.45,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Saturday,43.83,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,11,Monday,40.95,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,32.43,Contact-with,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,47.19,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,43.86,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,11,Friday,39.0,Collision,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Monday,48.3,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Monday,36.16,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,80.52,Struck-by,4.0
Excavator,Operating,Unknown,Clear/Unknown,11,Tuesday,40.61,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,11,Tuesday,40.79,Electrocution,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,11,Thursday,24.26,Other,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,50.92,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,11,Sunday,33.05,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Monday,77.45,Struck-by,3.0
Bulldozer,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,41.07,Run-over,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Wednesday,46.43,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Wednesday,25.71,Other,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,57.71,Caught-in,3.0
Forklift,Operating,Unknown,Clear/Unknown,12,Wednesday,49.85,Collision,2.0
Crane,General Construction,Unknown,Clear/Unknown,12,Thursday,45.57,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Saturday,60.57,Caught-in,3.0
Truck,Operating,Unknown,Clear/Unknown,12,Saturday,32.43,Contact-with,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,12,Tuesday,64.0,Struck-by,3.0
Roller,Maintenance,Unknown,Clear/Unknown,12,Tuesday,26.08,Contact-with,1.0
Aerial Lift,General Construction,Morning,Clear/Unknown,12,Tuesday,56.06,Struck-by,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,12,Tuesday,38.65,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,88.45,Struck-by,4.0
Truck,General Construction,Unknown,Clear/Unknown,12,Thursday,34.82,Pinch-Point,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,40.06,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,12,Friday,36.16,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,12,Friday,50.92,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,12,Monday,37.54,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,12,Wednesday,62.14,Caught-in,3.0
Bulldozer,General Construction,Unknown,Clear/Unknown,12,Friday,66.41,Caught-in,4.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,12,Friday,61.66,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,12,Tuesday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Snow/Ice,12,Wednesday,100.0,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Thursday,46.43,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,12,Tuesday,38.77,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,59.99,Electrocution,2.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,55.45,Struck-by,1.0
Excavator,Maintenance,Unknown,Clear/Unknown,1,Tuesday,34.21,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Tuesday,42.96,Caught-in,1.0
Truck,General Construction,Unknown,Rain,1,Wednesday,48.49,Contact-with,1.0
Excavator,Excavation,Unknown,Clear/Unknown,1,Wednesday,74.05,Struck-by,4.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Wednesday,46.43,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Thursday,30.88,Other,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Thursday,55.45,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Friday,51.69,Pinch-Point,3.0
Truck,General Construction,Unknown,Clear/Unknown,1,Friday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Friday,48.99,Electrocution,1.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Friday,46.43,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,49.65,Fall,2.0
Forklift,General Construction,Unknown,Clear/Unknown,1,Tuesday,35.62,Fall,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,1,Tuesday,24.26,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Wednesday,67.57,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Wednesday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Friday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Friday,66.33,Contact-with,4.0
Bulldozer,General Construction,Unknown,Snow/Ice,1,Saturday,65.95,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,1,Monday,42.1,Tip-over,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,1,Monday,24.26,Other,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Monday,48.99,Electrocution,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Monday,45.57,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Wednesday,70.99,Electrocution,3.0
Truck,Loading/Unloading,Unknown,Snow/Ice,2,Saturday,100.0,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,2,Monday,45.57,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,38.65,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Wednesday,50.92,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,2,Wednesday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Saturday,55.45,Struck-by,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,2,Saturday,40.06,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Monday,55.45,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,2,Tuesday,43.83,Struck-by,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,2,Wednesday,37.6,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,2,Wednesday,45.57,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,2,Wednesday,62.34,Struck-by,3.0
Truck,Excavation,Unknown,Clear/Unknown,2,Thursday,47.65,Tip-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Friday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,2,Friday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,2,Wednesday,43.86,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,2,Friday,57.71,Caught-in,3.0
Truck,General Construction,Unknown,Snow/Ice,2,Monday,98.66,Caught-in,1.0
Excavator,Setup/Positioning,Unknown,Clear/Unknown,3,Tuesday,58.14,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Wednesday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Wednesday,80.19,Caught-in,4.0
Truck,General Construction,Unknown,Clear/Unknown,3,Thursday,55.45,Struck-by,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,3,Friday,22.17,Other,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Friday,50.92,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Monday,43.83,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,25.37,Other,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Wednesday,25.71,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,3,Thursday,62.14,Caught-in,3.0
Loader,General Construction,Unknown,Clear/Unknown,3,Thursday,69.9,Caught-in,4.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Friday,60.57,Caught-in,3.0
Crane,General Construction,Unknown,Clear/Unknown,3,Saturday,78.57,Struck-by,4.0
Truck,General Construction,Unknown,Clear/Unknown,3,Monday,48.63,Back-over,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,42.67,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,50.92,Fall,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,40.95,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,3,Wednesday,43.45,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Wednesday,46.43,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Thursday,45.36,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Friday,46.43,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Monday,35.62,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,3,Tuesday,48.63,Back-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,50.92,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,60.77,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Wednesday,51.69,Pinch-Point,3.0
Dump Truck,Operating,Unknown,Clear/Unknown,3,Friday,39.38,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,3,Sunday,40.79,Electrocution,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Monday,43.83,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Tuesday,47.52,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Wednesday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,3,Thursday,29.69,Pinch-Point,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,50.92,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,3,Thursday,38.65,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,3,Thursday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Saturday,30.88,Other,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Saturday,50.92,Fall,1.0
Crane,Operating,Unknown,Clear/Unknown,4,Tuesday,41.97,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Wednesday,55.45,Struck-by,1.0
Roller,General Construction,Unknown,Clear/Unknown,4,Wednesday,41.97,Tip-over,1.0
Forklift,General Construction,Unknown,Clear/Unknown,4,Thursday,38.57,Caught-in,1.0
Roller,General Construction,Unknown,Clear/Unknown,4,Friday,37.66,Collision,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Saturday,49.94,Run-over,1.0
Excavator,General Construction,Unknown,Clear/Unknown,4,Wednesday,70.29,Caught-in,4.0
Paver,General Construction,Unknown,Clear/Unknown,4,Wednesday,32.45,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Thursday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Friday,41.43,Burns,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Monday,48.99,Electrocution,1.0
Loader,General Construction,Unknown,Clear/Unknown,4,Tuesday,58.9,Caught-in,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,4,Wednesday,38.65,Fall,1.0
Bulldozer,Operating,Unknown,Clear/Unknown,4,Wednesday,37.26,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,4,Thursday,32.43,Contact-with,1.0
Loader,General Construction,Unknown,Clear/Unknown,4,Friday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,4,Friday,47.52,Struck-by,1.0
Bulldozer,Operating,Unknown,Clear/Unknown,4,Saturday,33.37,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,4,Saturday,69.19,Caught-in,3.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,5,Monday,64.0,Caught-in,3.0
Excavator,Operating,Unknown,Clear/Unknown,5,Monday,40.61,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,77.45,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,33.33,Contact-with,1.0
Loader,General Construction,Unknown,Clear/Unknown,5,Monday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,50.92,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,42.67,Struck-by,1.0
Roller,General Construction,Unknown,Clear/Unknown,5,Monday,36.79,Caught-in,1.0
Truck,Operating,Unknown,Clear/Unknown,5,Monday,40.63,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,33.33,Contact-with,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,5,Tuesday,64.0,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Wednesday,48.58,Tip-over,1.0
Loader,General Construction,Unknown,Clear/Unknown,5,Wednesday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Thursday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,43.86,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,48.99,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Backhoe,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,32.96,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,48.63,Back-over,1.0
Crane,Operating,Unknown,Clear/Unknown,5,Monday,35.98,Fall,1.0
Roller,Operating,Unknown,Clear/Unknown,5,Monday,57.76,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,50.92,Fall,1.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,34.16,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,37.54,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Wednesday,30.88,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,5,Thursday,45.57,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,43.86,Fall,1.0
Truck,Operating,Unknown,Clear/Unknown,5,Wednesday,48.3,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,55.45,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Thursday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,47.19,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Friday,55.45,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,6,Friday,46.43,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Monday,39.66,Struck-by,1.0
Roller,Operating,Unknown,Clear/Unknown,6,Monday,41.48,Tip-over,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,50.92,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,6,Friday,40.34,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Saturday,41.43,Burns,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Monday,40.14,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,55.45,Struck-by,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,42.23,Back-over,1.0
Truck,General Construction,Evening,Heat,6,Tuesday,57.96,Other,1.0
Excavator,General Construction,Unknown,Clear/Unknown,6,Wednesday,26.61,Contact-with,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Thursday,40.63,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Thursday,43.45,Struck-by,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,6,Thursday,35.04,Caught-in,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,6,Friday,43.83,Struck-by,1.0
Excavator,General Construction,Morning,Heat,6,Friday,31.77,Other,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Saturday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Monday,31.88,Other,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,69.19,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,50.92,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,40.34,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,55.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Wednesday,45.57,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Wednesday,23.33,Other,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,42.67,Struck-by,1.0
Loader,Maintenance,Unknown,Clear/Unknown,6,Thursday,35.72,Caught-in,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,49.65,Fall,2.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,37.54,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Friday,78.57,Struck-by,4.0
Forklift,Setup/Positioning,Unknown,Clear/Unknown,6,Saturday,40.9,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Monday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,50.92,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Wednesday,40.79,Electrocution,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,6,Thursday,75.0,Caught-in,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,50.92,Fall,1.0
Roller,General Construction,Unknown,Clear/Unknown,6,Thursday,36.79,Caught-in,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,7,Wednesday,33.05,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Wednesday,64.88,Other,4.0
Loader,General Construction,Unknown,Clear/Unknown,7,Thursday,65.45,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,55.45,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,7,Thursday,40.95,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,7,Tuesday,49.61,Pinch-Point,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Tuesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Tuesday,80.19,Caught-in,4.0
Truck,General Construction,Unknown,Clear/Unknown,7,Wednesday,80.19,Caught-in,4.0
